town,category,subcategory,amount,pdf_url,pdf_page,notes
Lexington,General Government,Legal,375000,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8120
Lexington,General Government,Town Report,13688,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8130
Lexington,General Government,PEG Access,764757,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8140
Lexington,General Government,Subtotal Select Board (8100),1439529,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8100
Lexington,General Government,Town Manager Personal Services,1214912,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8210-8220 PS
Lexington,General Government,Town Manager Expenses,394810,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8210-8220 Expenses
Lexington,General Government,Salary Transfer Account,0,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8230 - zeroed out in FY2026
Lexington,General Government,Subtotal Town Manager (8200),1609722,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8200
Lexington,General Government,Financial Committees,8820,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8310
Lexington,General Government,Misc Boards and Committees,10500,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8320
Lexington,General Government,Town Celebrations Committee,53800,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8330
Lexington,General Government,Subtotal Town Committees (8300),73120,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8300
Lexington,General Government,Finance Personal Services,1685728,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8400 PS
Lexington,General Government,Finance Expenses,520490,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8400 Expenses
Lexington,General Government,Subtotal Finance (8400),2206218,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8400
Lexington,General Government,Town Clerk Personal Services,562029,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8500 PS
Lexington,General Government,Town Clerk Expenses,130450,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8500 Expenses
Lexington,General Government,Subtotal Town Clerk (8500),692479,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8500
Lexington,General Government,Innovation & Technology Personal Services,867726,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8600 PS
Lexington,General Government,Innovation & Technology Expenses,2508398,https://lexingtonma.gov/DocumentCenter/View/14008,32,Program 8000 line 8600 Expenses
Lexington,General Government,Subtotal Innovation & Technology (8600),3376124,https://lexingtonma.gov/DocumentCenter/View/14008,32,Subtotal 8600
Lexington,General Government,TOTAL General Government,9397192,https://lexingtonma.gov/DocumentCenter/View/14008,32,Total Program 8000
Lexington,Capital,Capital Requests (Cash-GF/Prior Bond Auth/BAN/Premiums),16542946,https://lexingtonma.gov/DocumentCenter/View/14008,33,General Fund cash capital
Lexington,Capital,Non-General Fund Capital Requests,18043,https://lexingtonma.gov/DocumentCenter/View/14008,33,Non-GF capital
Lexington,Capital,Building Envelope & Systems Set-Aside,236421,https://lexingtonma.gov/DocumentCenter/View/14008,33,Capital set-aside
Lexington,Capital,Streets Set-Aside,2726806,https://lexingtonma.gov/DocumentCenter/View/14008,33,Capital set-aside
Lexington,Capital,TOTAL Capital,19524216,https://lexingtonma.gov/DocumentCenter/View/14008,33,Total Capital
Lexington,Other/Misc,Unallocated,2700158,https://lexingtonma.gov/DocumentCenter/View/14008,33,Free cash carried forward
Lexington,Other/Misc,Set-Aside for Unanticipated Current FY Needs,200000,https://lexingtonma.gov/DocumentCenter/View/14008,33,Other article
Lexington,Other/Misc,Special Education Stabilization Fund,0,https://lexingtonma.gov/DocumentCenter/View/14008,33,No FY2026 appropriation
Lexington,Other/Misc,Special Education Reserve Fund,700000,https://lexingtonma.gov/DocumentCenter/View/14008,33,Other article
Lexington,Other/Misc,GF Support for Recreation & Community Programs,254213,https://lexingtonma.gov/DocumentCenter/View/14008,33,Transfer to Article 5 ATM
Lexington,Other/Misc,Tax Levy Dedicated to Capital Stabilization Fund,6563050,https://lexingtonma.gov/DocumentCenter/View/14008,33,Fiscal guideline set-aside
Lexington,Other/Misc,Allocated to Capital Stabilization Fund,0,https://lexingtonma.gov/DocumentCenter/View/14008,33,No FY2026 appropriation
Lexington,Other/Misc,Transfer to Transportation Demand Mgmt Stab Fund,0,https://lexingtonma.gov/DocumentCenter/View/14008,33,No FY2026 appropriation
Lexington,Other/Misc,Senior Service Program,0,https://lexingtonma.gov/DocumentCenter/View/14008,33,Zeroed out in FY2026
Lexington,Other/Misc,Climate Action Plan,0,https://lexingtonma.gov/DocumentCenter/View/14008,33,Zeroed out in FY2026
Lexington,Other/Misc,Set-Aside for Harrington Fields Project (Deferred Capital),2000000,https://lexingtonma.gov/DocumentCenter/View/14008,33,Deferred capital set-aside
Lexington,Other/Misc,Municipal Tree Maintenance,200000,https://lexingtonma.gov/DocumentCenter/View/14008,33,Other article
Lexington,Other/Misc,OPEB Trust Fund,2079721,https://lexingtonma.gov/DocumentCenter/View/14008,33,Other Post-Employment Benefits funding
Lexington,Other/Misc,Warrant Articles,24000,https://lexingtonma.gov/DocumentCenter/View/14008,33,Other article
Lexington,Other/Misc,TOTAL Other Articles,14721142,https://lexingtonma.gov/DocumentCenter/View/14008,33,Total Other
Lexington,Enterprise,Water Enterprise,12819207,https://lexingtonma.gov/DocumentCenter/View/14008,34,Program 3600
Lexington,Enterprise,Sewer Enterprise,12736028,https://lexingtonma.gov/DocumentCenter/View/14008,34,Program 3700
Lexington,Enterprise,Recreation Enterprise,3864450,https://lexingtonma.gov/DocumentCenter/View/14008,34,Program 5200
Lexington,Enterprise,Cash Capital - Enterprise,1800000,https://lexingtonma.gov/DocumentCenter/View/14008,34,Enterprise capital
Lexington,Enterprise,TOTAL Enterprise Funds,31219685,https://lexingtonma.gov/DocumentCenter/View/14008,34,Total Enterprise operating + capital
