town,category,subcategory,amount,pdf_url,pdf_page,notes
Reading,General Government,TOTAL,4226968,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,G91+G92+I91+I92
Reading,Library,L91 Library Wages,1810050,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Library,L92 Library Expenses,450000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Library,TOTAL,2260050,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,L91+L92
Reading,Health & Human Services,H91 Public Services Wages,1532034,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Health & Human Services,H92 Public Services Expenses,313928,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Health & Human Services,TOTAL,1845962,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,H91+H92
Reading,Culture & Recreation,Community Priorities,150000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,Line K on Accommodated Costs; FY26 projected $150000
Reading,Culture & Recreation,TOTAL,150000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,No standalone dept; Community Priorities is closest proxy
Reading,Facilities,M91 Core Facilities,4072432,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Facilities,M92 Town Buildings,389936,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Facilities,TOTAL,4462368,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,M91+M92
Reading,Capital,C99 Capital,3398000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,FY26 Finance Committee recommended
Reading,Capital,TOTAL,3398000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,C99 total
Reading,Other Insurance,B5 Workers Comp,405000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From B99 Benefits breakdown
Reading,Other Insurance,B3 OBRA Fees & OPEB Study,40000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From B99 Benefits breakdown
Reading,Other Insurance,B9 Police/Fire Indemnification,130000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From B99 Benefits breakdown
Reading,Other Insurance,B8 Medicare/Social Security,1060800,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From B99 Benefits breakdown
Reading,Other Insurance,F1 Casualty Insurance,1011368,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From F99 Financial section
Reading,Other Insurance,F2 Vets Assistance,125000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From F99 Financial section
Reading,Other Insurance,TOTAL,2772168,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,B5+B3+B9+B8+F1+F2
Reading,Enterprise,W99 Water,8683575,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Enterprise,X99 Sewer,8734796,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Enterprise,Y99 Storm Water,581625,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Enterprise,Z99 PEG,519000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Enterprise,ZZ9 Landfill,37000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Enterprise,TOTAL,18555996,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,W99+X99+Y99+Z99+ZZ9
Reading,Other/Misc,F3 FINCOM Reserve,200000,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,19,From F99 section; F1 and F2 counted under Other Insurance
Reading,Other/Misc,State Assessments,954007,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Other/Misc,G91a Technology Wages,539100,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Other/Misc,G92a Technology Expenses,759300,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,FY26 Finance Committee recommended
Reading,Other/Misc,TOTAL,2452407,https://www.readingma.gov/DocumentCenter/View/16813/Fiscal-Year-2026-Budget---Town--Schools-PDF,20,F3+State Assessments+G91a+G92a
