department,account_code,description,amount,fiscal_year,column_type,row_type,source_file,source_page
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,"General Fund1, 2",5529455.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Prop 2½ Excluded Debt3,16811648.0,2024,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Prop 2½ Excluded Debt3,16591919.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Water,2375660.0,2024,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Water,1368116.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Compost Revolving Fund,188436.0,2024,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Compost Revolving Fund,181966.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Sewer,1406381.0,2024,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Sewer,1569746.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Total Debt Service,27339841.0,2024,actual,total,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Total Debt Service,25241201.0,2025,actual,total,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Gross Revenues,319781782.0,2024,actual,line_item,lexington_fy2027_budget.pdf,20
FISCAL YEAR 2027 RECOMMENDED BUDGET AND FINANCING PLAN,,Gross Revenues,331280261.0,2025,actual,line_item,lexington_fy2027_budget.pdf,20
Program: Education,,Tax Levy,3501977.0,2024,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Tax Levy,3406395.0,2025,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Tax Levy,3569482.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Tax Levy,4095846.0,2027,projected,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3501977.0,2024,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3406395.0,2025,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3569482.0,2026,estimate,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,4095846.0,2027,projected,total,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3501977.0,2024,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3406395.0,2025,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3569482.0,2026,appropriation,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,4095846.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3501977.0,2024,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3406395.0,2025,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3569482.0,2026,appropriation,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,4095846.0,2027,recommended,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3501977.0,2024,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3406395.0,2025,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3569482.0,2026,appropriation,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,4095846.0,2027,recommended,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3501977.0,2024,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3406395.0,2025,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3569482.0,2026,appropriation,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,4095846.0,2027,recommended,total,lexington_fy2027_budget.pdf,67
Program: Education,,Contractual Services,3501977.0,2024,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Contractual Services,3406395.0,2025,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Contractual Services,3569482.0,2026,appropriation,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Contractual Services,4095846.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3501977.0,2024,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3406395.0,2025,actual,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,3569482.0,2026,appropriation,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Expenses,4095846.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3501977.0,2024,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3406395.0,2025,actual,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,3569482.0,2026,appropriation,total,lexington_fy2027_budget.pdf,67
Program: Education,,Total 1200 Minuteman,4095846.0,2027,recommended,total,lexington_fy2027_budget.pdf,67
Program: Shared Expenses,,Tax Levy,41862520.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Tax Levy,46122352.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Tax Levy,52100446.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Tax Levy,56076735.0,2027,projected,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,"Transfers from Enterprise Funds to General
Fund (Indirects)",611775.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,"Transfers from Enterprise Funds to General
Fund (Indirects)",805256.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,"Transfers from Enterprise Funds to General
Fund (Indirects)",863256.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,"Transfers from Enterprise Funds to General
Fund (Indirects)",888722.0,2027,projected,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Free Cash for Updated Pension Schedule,400000.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Free Cash for Updated Pension Schedule,400000.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Free Cash for Updated Pension Schedule,400000.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Free Cash for Updated Pension Schedule,400000.0,2027,projected,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,PEG Access Special Revenue Fund,5575.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,PEG Access Special Revenue Fund,5178.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,PEG Access Special Revenue Fund,4991.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,PEG Access Special Revenue Fund,6223.0,2027,projected,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,42879870.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,47332786.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,53368693.0,2026,estimate,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,57371680.0,2027,projected,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,163757.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,181098.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,179264.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,205335.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,42716112.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,47151688.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,53189429.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,57166345.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,42879870.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,47332786.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,53368693.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,57371680.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2110 Contributory Retirement,9984800.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2110 Contributory Retirement,10743076.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2110 Contributory Retirement,11521504.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2110 Contributory Retirement,12300042.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Medicare,2272120.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Medicare,2387841.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Medicare,2420282.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Medicare,2541296.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,28999884.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,32466784.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,37401396.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,40399916.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,1057196.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,1166624.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,1300511.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,1405426.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Life Insurance,16633.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Life Insurance,21893.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Life Insurance,25000.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Life Insurance,25000.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Health/Life Benefits,32345834.0,2024,actual,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Health/Life Benefits,36043142.0,2025,actual,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Health/Life Benefits,41147189.0,2026,revised,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Health/Life Benefits,44371638.0,2027,recommended,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2140 Unemployment,49236.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2140 Unemployment,46568.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2140 Unemployment,200000.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2140 Unemployment,200000.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2150 Workers Compensation,500000.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2150 Workers Compensation,500000.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2150 Workers Compensation,500000.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2150 Workers Compensation,500000.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Other Employee Benefits,549236.0,2024,actual,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Other Employee Benefits,546568.0,2025,actual,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Other Employee Benefits,700000.0,2026,revised,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Subtotal - Other Employee Benefits,700000.0,2027,recommended,subtotal,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,42879870.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,47332786.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,53368693.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,57371680.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Salaries & Wages,163757.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Salaries & Wages,181098.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Salaries & Wages,179264.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Salaries & Wages,205335.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Personal Services,163757.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Personal Services,181098.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Personal Services,179264.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Personal Services,205335.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Contractual Services,42716112.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Contractual Services,47151688.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Contractual Services,53189429.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Contractual Services,57166345.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,42716112.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,47151688.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,53189429.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,57166345.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,42879870.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,47332786.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,53368693.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,57371680.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Directed Funding (Revolving Funds),92131.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Directed Funding (Revolving Funds),68819.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Directed Funding (Revolving Funds),105801.0,2026,estimate,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Directed Funding (Revolving Funds),193069.0,2027,projected,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,92131.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,68819.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,105801.0,2026,estimate,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,193069.0,2027,projected,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,89727.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,66124.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,102448.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Health Insurance,186498.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,2404.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,2695.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,3353.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2130 Dental Insurance,6572.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,92131.0,2024,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,68819.0,2025,actual,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,105801.0,2026,revised,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Total 2100 Employee Benefits,193069.0,2027,recommended,total,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,163757.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,181098.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,179264.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Compensation,205335.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,42808243.0,2024,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,47220506.0,2025,actual,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,53295230.0,2026,revised,line_item,lexington_fy2027_budget.pdf,73
Program: Shared Expenses,,Expenses,57359414.0,2027,recommended,line_item,lexington_fy2027_budget.pdf,73
